fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221002 044149	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1702	TRUE	763381	0.003203716	0.42989141	1985	723	7775	27330000	70
20221002 050234	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	4248	TRUE	763381	0.001205387	0.532303142	1909	907	7982	27320000	71
20221002 054830	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	5073	TRUE	763381	0.001003739	0.543368905	1814	734	7906	27310000	73
20221002 070557	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	5790	TRUE	763381	0.001014513	0.831087586	1953	67	8708	27230000	81
20221002 064534	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	5022	TRUE	763381	0.001019204	0.402873154	1934	410	7441	27200000	80
20221002 033030	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	822	TRUE	763381	0.005131681	0.797375955	2004	334	8383	27160000	56
20221002 021246	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	427	TRUE	763381	0.016620779	0.644088253	5974	302	9383	27080000	30
20221002 034904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1040	TRUE	763381	0.004914108	0.519415683	2596	441	8107	27070000	59
20221002 041717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	944	TRUE	763381	0.005241771	0.445985837	1862	96	7868	27070000	65
20221002 043233	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	995	TRUE	763381	0.004061903	0.694090134	1901	940	8068	27070000	69
20221002 034224	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2488	TRUE	763381	0.002114793	0.501906543	1757	268	8357	27050000	57
20221002 085917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	763381	0.139115907	0.65012872	6529	824	9405	27030000	97
20221002 021351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	411	TRUE	763381	0.029813989	0.672039697	6110	150	9371	27020000	31
20221002 042241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	540	TRUE	763381	0.008925708	0.570436304	2062	371	8019	27010000	67
20221002 052429	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	6465	TRUE	763381	0.001007901	0.328312545	1645	865	7961	26960000	72
20221002 072421	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3600	TRUE	763381	0.001018003	0.610479916	2287	1021	9053	26940000	82
20221002 023238	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	453	TRUE	763381	0.018827335	0.58071879	5724	176	9233	26900000	35
20221002 023427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	415	TRUE	763381	0.014160836	0.539060911	6141	301	8391	26900000	36
20221002 062133	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1938	TRUE	763381	0.002182162	0.484897051	1013	756	7992	26900000	76
20221002 040611	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	419	TRUE	763381	0.007173613	0.817206862	2591	698	9166	26870000	61
20221002 021112	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1993	TRUE	763381	0.004541207	0.796759003	5932	188	9414	26860000	29
20221002 085840	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1680	TRUE	763381	0.00265843	0.999818128	2839	50	8037	26810000	95
