fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220926 035044	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1070	TRUE	763381	0.005021101	0.38778013	2195	215	8633	27620000	31
20220926 041713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	881	TRUE	763381	0.005011442	0.589109255	2265	1018	8771	27580000	37
20220926 060200	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	811	TRUE	763381	0.005037588	0.3647866	2222	211	8380	27560000	63
20220926 055746	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1093	TRUE	763381	0.00505653	0.370233701	2015	21	8756	27450000	62
20220926 060707	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1043	TRUE	763381	0.005013984	0.351274474	2033	273	8661	27400000	65
20220926 070309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	819	TRUE	763381	0.005266979	0.597833798	1921	382	8826	27390000	81
20220926 044203	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	921	TRUE	763381	0.005102673	0.566464187	2187	654	8659	27330000	44
20220926 080320	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1084	TRUE	763381	0.005183224	0.825074459	1333	17	8619	27330000	103
20220926 041107	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1216	TRUE	763381	0.005155792	0.379246957	929	199	8620	27320000	36
20220926 071933	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	394	TRUE	763381	0.012666419	0.374539549	2223	281	8820	27320000	85
20220926 081939	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	804	TRUE	763381	0.005077535	0.848568782	1547	187	9022	27320000	108
20220926 090832	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1151	TRUE	763381	0.005093914	0.302541898	1397	1023	8586	27310000	120
