Feature	Gain	Cover	Frequency
pesos_fe_suma_menos_tarjetas	0.338664374792478	0.038053900886568	0.0300248138957816
ctrx_quarter	0.0524223221633925	0.0131261952848207	0.0143920595533499
cpayroll_trx	0.0446139371396809	0.0198749695397731	0.00521091811414392
mcuentas_saldo	0.0346853570559778	0.0233827373760699	0.0265508684863524
mpayroll	0.0308684741020934	0.0261974664746131	0.00719602977667494
mrentabilidad_annual	0.0278812341144138	0.0352989950357804	0.0352357320099256
ctarjeta_debito_transacciones	0.0266153234471221	0.00542581164543913	0.00694789081885856
mtarjeta_visa_consumo	0.0242546006351261	0.00685955379435551	0.0106699751861042
mprestamos_personales	0.0208409309299095	0.0308486506278953	0.0104218362282878
Visa_mpagominimo	0.0204023146698809	0.0206870806535776	0.0223325062034739
mpasivos_margen	0.0173195503790848	0.00952223054341045	0.0173697270471464
Visa_status	0.0151237041716359	0.0310156811161903	0.00769230769230769
mcomisiones_mantenimiento	0.0131064638961569	0.0206399263085777	0.015136476426799
mcuenta_corriente	0.0128858003188366	0.0137499696992507	0.0223325062034739
mactivos_margen	0.0117056917406352	0.0281454410449485	0.0270471464019851
cociente_fe_02	0.0108742299420178	0.0108413529316453	0.0245657568238213
Visa_fechaalta	0.0101495392126213	0.0130100955717528	0.0168734491315137
Master_status	0.0099231165659861	0.0141520446945621	0.00347394540942928
Master_fechaalta	0.00985335515125982	0.0207821420779807	0.0300248138957816
cociente_fe_01	0.00936429193280562	0.027600078590575	0.0310173697270472
ccomisiones_otras	0.00890613331067885	0.0142007810576301	0.0163771712158809
mrentabilidad	0.00889749613007245	0.0143315782288797	0.0208436724565757
Master_Fvencimiento	0.00872808040537075	0.0176127985261716	0.0292803970223325
Visa_msaldopesos	0.00829248077288386	0.0135907472356148	0.0168734491315137
Visa_Fvencimiento	0.00826775881284119	0.0108821664461623	0.0258064516129032
Visa_msaldototal	0.0079673515646694	0.0132156813713545	0.0173697270471464
cdescubierto_preacordado	0.00778285560362096	0.0219220626453639	0.00744416873449132
Master_mfinanciacion_limite	0.00719202498770101	0.00970712252602356	0.0235732009925558
mcaja_ahorro	0.00701497994086975	0.0208964301251963	0.0186104218362283
cliente_edad	0.00698825151070024	0.0149353732860939	0.0255583126550869
mautoservicio	0.0069246931503001	0.00779635089671081	0.0109181141439206
chomebanking_transacciones	0.00633228174513109	0.0131201606513832	0.0181141439205955
ccajas_consultas	0.00628404641609065	0.0126688134481742	0.00446650124069479
cociente_fe_03	0.0058810989267456	0.0111459934754513	0.01712158808933
ccaja_seguridad	0.0058734899352873	0.0191007885849741	0.00471464019851117
cliente_antiguedad	0.00576595813556185	0.011306887264627	0.019106699751861
