fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia	iteracion
20220912 001207	-0.166921852162341	641.050063291055	286.908655694599	15	5	22866666.6666667	1
20220912 001223	-0.264007621104247	2424.67048926785	392.056894771347	12	5	21906666.6666667	2
20220912 001239	-0.400980042392621	2025.36832919026	554.087832734935	13	5	22080000	3
20220912 001253	-0.660537808974914	3122.44015619262	178.282451851672	10	5	21373333.3333333	4
20220912 001305	-0.207103987535811	4726.79515216393	621.857197595818	8	5	20773333.3333333	5
20220912 001320	-0.744525041057204	4064.97107091782	940.752905049419	17	5	20600000	6
20220912 001330	-0.0971961448449291	3333.50578852376	634.316805175506	5	5	21426666.6666667	7
20220912 001345	-0.00405700162518763	2700.89174488756	712.058008459557	18	5	21800000	8
20220912 001359	-0.9623905856497	1558.6768566786	466.750266030605	9	5	22466666.6666667	9
20220912 001417	-0.495067265527905	1090.58500455043	49.9227137354173	14	5	22280000	10
20220912 001427	-0.619053177229944	3483.57525599035	795.294559503789	5	5	21893333.3333333	11
20220912 001436	0.0463460026439861	4451.28494394745	86.6543238721642	6	5	-1060000	12
20220912 001453	-0.925310300027195	4001.3734098451	365.156932736063	20	5	20546666.6666667	13
20220912 001507	-0.455060282520329	4796.06523962412	817.259878423298	12	5	21080000	14
20220912 001516	0.0718232147628441	1209.51055556179	22.3609340873081	8	5	-1140000	15
20220912 001533	-0.720315249838556	2974.8946025356	375.695756952511	16	5	21186666.6666667	16
20220912 001552	-0.143166786402228	1824.25422168011	911.320247486425	19	5	22320000	17
20220912 001614	-0.433650367804206	542.200202829637	271.047035410729	20	5	22706666.6666667	18
20220912 001634	-0.167442565836805	1141.58248278711	569.838458212917	18	5	22373333.3333333	19
20220912 001651	-0.0521898131026101	3008.11220560295	998.518893836338	20	5	21280000	20
20220912 001703	-0.520337896801536	611.333328908714	303.914937937623	5	5	22560000	21
20220912 001719	-0.150244487950176	1550.80672472759	773.821038655386	9	5	22386666.6666667	22
20220912 001730	-0.834121917361941	1199.49354219513	599.255874283688	3	5	21106666.6666667	23
20220912 001750	-0.945467125852037	92.5833388600073	46.0456374854303	12	5	17373333.3333333	24
20220912 001804	-0.999784280917579	4082.47041490487	727.854121323007	9	5	20760000	25
20220912 001825	-0.311986088183685	559.110455405243	278.476218132813	15	5	21973333.3333333	26
20220912 001844	-0.511399387171978	2552.90740244627	333.123179520018	14	5	22226666.6666667	27
20220912 001906	-0.178082403995887	729.751267624643	360.921092356609	19	5	22746666.6666667	28
20220912 001924	-0.110215893284992	2602.71016947544	717.905560311598	16	5	21800000	29
20220912 001934	-0.949599532436215	2381.61659235162	999.84618168873	3	5	22226666.6666667	30
20220912 001944	-0.226590999031922	25.3901873461708	8.30938999671443	3	5	20760000	31
20220912 002005	-0.583942965037922	830.640139729529	415.240126186146	20	5	22853333.3333333	32
20220912 002016	-0.596401354821866	27.5840469005837	6.77771398159198	3	5	20586666.6666667	33
20220912 002025	-0.14661100982702	2855.91835637284	993.496959127403	3	5	22173333.3333333	34
20220912 002043	-0.549124108863313	1933.87913418616	966.095974865931	20	5	21960000	35
20220912 002104	-0.58922303611387	4994.4408819097	308.17686885689	20	5	20786666.6666667	36
20220912 002123	-0.642577063859132	1633.49989199801	812.273009501779	20	5	22746666.6666667	37
20220912 002134	-0.450673763520518	905.511138525184	446.794166130862	3	5	21253333.3333333	38
20220912 002159	-0.352990211123436	4284.07117329757	1.53729353742124	20	5	19653333.3333333	39
20220912 002230	-0.140043883461144	151.391408706018	71.4672044191366	20	5	19586666.6666667	40
20220912 002249	-0.189998858439196	2055.71648179642	271.864891187271	14	5	22106666.6666667	41
20220912 002307	-0.97226430927954	1997.1234932491	996.033831605711	20	5	22160000	42
20220912 002330	-0.517496621060277	724.526779262778	361.80166970132	20	5	22800000	43
20220912 002345	-0.910927544569472	2015.02283175025	999.670401728506	8	5	22186666.6666667	44
20220912 002404	-0.610975663039166	1249.98279771868	624.625438964386	11	5	22586666.6666667	45
20220912 002428	-0.547749352665443	422.157419051554	209.424211139464	18	5	21640000	46
20220912 002439	-0.180379549446892	766.951534787611	381.929765573077	3	5	21093333.3333333	47
20220912 002501	-0.226037471320103	591.934945908586	294.938132602957	15	5	23106666.6666667	48
20220912 002511	-0.0194606897552072	1806.15820008064	902.4319497541	3	5	22320000	49
20220912 002530	-0.378219153843615	1818.68130019066	905.678563408638	20	5	22560000	50
20220912 002549	-0.487782373012842	1314.13428004418	657.066534949445	20	5	22653333.3333333	51
20220912 002608	-0.956880775284699	1169.11010406134	584.478599740413	20	5	22533333.3333333	52
20220912 002628	-0.645686603002148	1069.13008468149	533.871659280091	20	5	22400000	53
20220912 002645	-0.415248341384781	24.3526999116259	1.46628638459593	10	5	21106666.6666667	54
20220912 002702	-0.262935893514672	1950.19222381932	973.909886589243	11	5	22453333.3333333	55
20220912 002715	-0.628199124822836	1357.37464437277	391.380611466813	6	5	22533333.3333333	56
20220912 002734	-0.94628233069161	1635.27358917703	816.799176176238	13	5	22720000	57
20220912 002752	-0.0197852316193051	1792.66974554757	894.803839515305	15	5	22386666.6666667	58
