fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221119 040505	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	261	1	1	1	0.1	50	0.5	FALSE	763369	0.055488561	0.77262275	0.62641669	7.385394523	0.029872387	7850	15500000	3
20221119 105154	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	276	1	1	1	0.1	50	0.5	FALSE	763369	0.040846696	0.79536584	0.562311199	8.787846935	0.028555976	6920	15440000	67
20221119 055553	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1029	1	1	1	0.1	50	0.5	FALSE	763369	0.017411959	0.453325063	0.683378047	7.485678976	0.028941409	7682	15436000	22
20221119 125859	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	314	1	1	1	0.1	50	0.5	FALSE	763369	0.056444003	0.277419969	0.492630206	7.93641503	0.032844513	7008	15424000	86
20221119 053813	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1122	1	1	1	0.1	50	0.5	FALSE	763369	0.019228539	0.662381091	0.608830256	6.948421053	0.029306099	7983	15394000	20
20221119 091511	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	778	1	1	1	0.1	50	0.5	FALSE	763369	0.016868946	0.593185147	0.476259148	10.9671144	0.003286964	6950	15380000	47
20221119 133612	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	204	1	1	1	0.1	50	0.5	FALSE	763369	0.021687586	0.35127348	0.630038488	10.54873164	0.028662752	7752	15376000	91
20221119 092759	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	110	1	1	1	0.1	50	0.5	FALSE	763369	0.063040595	0.289598929	0.882895463	9.149558814	0.031394161	7839	15362000	50
20221119 130309	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	193	1	1	1	0.1	50	0.5	FALSE	763369	0.03984663	0.364726739	0.998283968	6.989895692	0.038015816	7599	15362000	87
20221119 151718	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	409	1	1	1	0.1	50	0.5	FALSE	763369	0.015033622	0.535771122	0.619601035	9.405810328	0.025674989	8777	15326000	105
20221119 123349	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1446	1	1	1	0.1	50	0.5	FALSE	763369	0.010498035	0.636991516	0.60972227	8.030466105	0.026181214	7747	15306000	81
20221119 044757	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	734	1	1	1	0.1	50	0.5	FALSE	763369	0.075861009	0.250242865	0.461829087	11.9728555	2.28E-06	6909	15302000	12
20221119 075700	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	527	1	1	1	0.1	50	0.5	FALSE	763369	0.136054289	0.229892607	0.290350013	5.287753127	0.038185705	7310	15300000	37
20221119 160834	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	293	1	1	1	0.1	50	0.5	FALSE	763369	0.058927003	0.297380036	0.654825456	7.303546218	0.029928116	7988	15224000	114
20221119 124705	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	586	1	1	1	0.1	50	0.5	FALSE	763369	0.040152691	0.596188042	0.500277685	6.627015019	0.036090399	7069	15222000	84
20221119 040159	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	84	1	1	1	0.1	50	0.5	FALSE	763369	0.185956835	0.405889752	0.753837186	8.76185896	0.026663036	6633	15214000	2
20221119 095435	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	523	1	1	1	0.1	50	0.5	FALSE	763369	0.034225288	0.235442913	0.463720369	7.365840009	0.029163219	8440	15200000	54
20221119 103523	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	79	1	1	1	0.1	50	0.5	FALSE	763369	0.05613446	0.421139754	0.648357877	11.68048308	0.022865927	6916	15128000	63
20221119 124316	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	171	1	1	1	0.1	50	0.5	FALSE	763369	0.031179201	0.357639421	0.922053902	9.360827405	0.032272943	7880	15120000	83
20221119 160157	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	620	1	1	1	0.1	50	0.5	FALSE	763369	0.022238458	0.799822584	0.486938394	8.400535065	0.024484581	7968	15104000	112
20221119 094853	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	290	1	1	1	0.1	50	0.5	FALSE	763369	0.010000909	0.385083684	0.848726504	10.97887779	0.031044435	7611	15098000	53
20221119 114343	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1252	1	1	1	0.1	50	0.5	FALSE	763369	0.015698037	0.750816054	0.577082421	6.019953154	0.035088216	7332	15096000	75
20221119 141059	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	651	1	1	1	0.1	50	0.5	FALSE	763369	0.016214437	0.201330245	0.456118983	9.358677476	0.024483439	8015	15090000	97
20221119 131342	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	752	1	1	1	0.1	50	0.5	FALSE	763369	0.01452069	0.799833568	0.64035299	9.666026389	0.014210276	8157	15046000	88
20221119 110528	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	337	1	1	1	0.1	50	0.5	FALSE	763369	0.043152817	0.751299332	0.71547975	6.655967437	0.035751696	7358	15044000	70
20221119 083553	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	106	1	1	1	0.1	50	0.5	FALSE	763369	0.042250854	0.552761186	0.772093229	11.20242589	0.02178194	8043	15034000	44
20221119 145622	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1382	1	1	1	0.1	50	0.5	FALSE	763369	0.046422284	0.484651882	0.368790196	11.89432946	1.22E-06	7655	15010000	102
20221119 105624	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	187	1	1	1	0.1	50	0.5	FALSE	763369	0.040328931	0.354671178	0.668444062	8.739996149	0.031346929	7941	14998000	68
20221119 071057	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1361	1	1	1	0.1	50	0.5	FALSE	763369	0.010112238	0.799362053	0.671673935	6.942853309	0.02798479	8751	14978000	30
20221119 143617	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	398	1	1	1	0.1	50	0.5	FALSE	763369	0.053285832	0.64183385	0.290088467	11.99706739	5.32E-05	7519	14962000	100
20221119 154851	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	588	1	1	1	0.1	50	0.5	FALSE	763369	0.038853384	0.799713989	0.526829081	6.076893456	0.033874048	7449	14942000	110
20221119 061453	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1009	1	1	1	0.1	50	0.5	FALSE	763369	0.032582893	0.218828934	0.367669241	11.99718199	5.17E-06	8355	14890000	24
20221119 055805	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	91	1	1	1	0.1	50	0.5	FALSE	763369	0.152276047	0.654740891	0.676630141	6.73591612	0.035065209	7359	14882000	23
20221119 104554	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	163	1	1	1	0.1	50	0.5	FALSE	763369	0.040418756	0.796675577	0.997108517	9.575640473	0.023735529	8494	14852000	65
20221119 073116	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	442	1	1	1	0.1	50	0.5	FALSE	763369	0.036910696	0.785996379	0.669224728	7.213489582	0.02819382	8057	14846000	33
20221119 144135	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	56	1	1	1	0.1	50	0.5	FALSE	763369	0.045003027	0.780791573	0.583855185	11.99391627	0.02306888	8248	14784000	101
20221119 080004	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	0.1	50	0.5	FALSE	763369	0.173637857	0.35581694	0.898881698	7.902665858	0.042826745	6417	14766000	38
20221119 062832	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	331	1	1	1	0.1	50	0.5	FALSE	763369	0.053952434	0.348677549	0.662101327	6.668193018	0.033726351	7698	14764000	26
20221119 072610	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	51	1	1	1	0.1	50	0.5	FALSE	763369	0.192328327	0.205800863	0.75875929	7.319497785	0.045965541	6381	14758000	32
20221119 043602	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	300	1	1	1	0.1	50	0.5	FALSE	763369	0.086286622	0.467635885	0.792259313	6.808648851	0.031714823	7306	14748000	11
20221119 104116	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	701	1	1	1	0.1	50	0.5	FALSE	763369	0.040122016	0.494630983	0.79581744	5.144156699	0.032022327	8035	14730000	64
20221119 064419	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	397	1	1	1	0.1	50	0.5	FALSE	763369	0.01096216	0.201431065	0.635418779	11.99990795	0.018713952	7852	14696000	27
20221119 113628	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	210	1	1	1	0.1	50	0.5	FALSE	763369	0.016293205	0.705767029	0.693748457	11.90319111	0.020171407	7978	14684000	74
20221119 040625	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	231	1	1	1	0.1	50	0.5	FALSE	763369	0.146119512	0.742209299	0.266932292	5.031028262	0.033740268	8039	14562000	4
20221119 100536	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	56	1	1	1	0.1	50	0.5	FALSE	763369	0.090871471	0.770101342	0.995191661	9.271591424	0.028870254	8687	14546000	57
20221119 062258	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	459	1	1	1	0.1	50	0.5	FALSE	763369	0.049436649	0.796576419	0.716107595	8.69189295	0.008384256	8090	14540000	25
20221119 082425	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	122	1	1	1	0.1	50	0.5	FALSE	763369	0.034463402	0.684404517	0.896887399	11.67029432	0.018344121	8136	14528000	42
20221119 102943	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	525	1	1	1	0.1	50	0.5	FALSE	763369	0.031452081	0.668627355	0.617262387	6.731826771	0.030119487	8213	14454000	62
20221119 153619	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	78	1	1	1	0.1	50	0.5	FALSE	763369	0.046562167	0.792877631	0.633359682	11.9990255	0.019650522	7573	14454000	108
20221119 042027	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	190	1	1	1	0.1	50	0.5	FALSE	763369	0.257959801	0.549037855	0.90948493	5.758187765	0.036181309	6583	14434000	7
20221119 085914	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	533	1	1	1	0.1	50	0.5	FALSE	763369	0.207000264	0.209231471	0.118427144	5.436490238	0.033547035	8223	14434000	46
20221119 135000	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	177	1	1	1	0.1	50	0.5	FALSE	763369	0.055399784	0.511704242	0.661652848	8.930258795	0.023077195	8344	14432000	94
20221119 072344	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	734	1	1	1	0.1	50	0.5	FALSE	763369	0.043212467	0.265653189	0.544404074	10.48553049	0.00017685	7483	14394000	31
20221119 050401	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4933	1	1	1	0.1	50	0.5	FALSE	763369	0.01502651	0.584783523	0.294426448	3.969959767	0.037810668	7342	14276000	13
20221119 065828	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	42	1	1	1	0.1	50	0.5	FALSE	763369	0.286330277	0.354590732	0.801961468	7.730923938	0.039806752	6863	14274000	29
20221119 145953	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	0.1	50	0.5	FALSE	763369	0.047398301	0.70702133	0.377348233	11.13920973	0.023612112	9284	14232000	103
20221119 102537	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	217	1	1	1	0.1	50	0.5	FALSE	763369	0.195447419	0.543373006	0.669337272	5.288328343	0.034832243	7769	14222000	61
20221119 042815	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	118	1	1	1	0.1	50	0.5	FALSE	763369	0.04212356	0.536958245	0.124718451	9.516223782	0.030900344	8752	14176000	9
20221119 153028	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	475	1	1	1	0.1	50	0.5	FALSE	763369	0.046266383	0.784032653	0.157420597	11.99257089	0.000335609	7993	14174000	107
20221119 160430	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	136	1	1	1	0.1	50	0.5	FALSE	763369	0.063629411	0.50191816	0.970291823	7.443480338	0.027726589	9282	14076000	113
20221119 052839	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	256	1	1	1	0.1	50	0.5	FALSE	763369	0.058005252	0.798320106	0.76434037	5.724785813	0.03090813	8267	14026000	19
20221119 073946	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	270	1	1	1	0.1	50	0.5	FALSE	763369	0.217928807	0.451580929	0.624588062	3.662928335	0.033667428	7731	13978000	35
20221119 110826	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	136	1	1	1	0.1	50	0.5	FALSE	763369	0.060581185	0.749317626	0.69811597	8.739738478	0.023350888	9000	13920000	71
20221119 152344	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	198	1	1	1	0.1	50	0.5	FALSE	763369	0.038485788	0.641527786	0.414956079	11.99975736	0.00423731	8740	13880000	106
20221119 102238	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	161	1	1	1	0.1	50	0.5	FALSE	763369	0.045780327	0.200370337	0.953060647	9.500317526	0.025710694	8680	13840000	59
20221119 080313	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	88	1	1	1	0.1	50	0.5	FALSE	763369	0.215542904	0.554035795	0.158041142	8.478583475	0.032383102	7621	13798000	40
20221119 161203	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	266	1	1	1	0.1	50	0.5	FALSE	763369	0.064721541	0.25242313	0.419901589	7.779875402	0.027230552	8708	13784000	115
20221119 085436	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2539	1	1	1	0.1	50	0.5	FALSE	763369	0.061676419	0.268171697	0.830705724	2.884508741	0.033758944	7800	13760000	45
20221119 104800	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	163	1	1	1	0.1	50	0.5	FALSE	763369	0.09927057	0.719605249	0.721958451	6.672125554	0.030973603	8177	13726000	66
20221119 041112	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	269	1	1	1	0.1	50	0.5	FALSE	763369	0.226424686	0.2866592	0.691790417	10.09965105	5.54E-06	7131	13658000	5
20221119 091637	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	28	1	1	1	0.1	50	0.5	FALSE	763369	0.227950524	0.669526115	0.184697378	9.661057269	0.036336343	7153	13614000	48
20221119 092435	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1298	1	1	1	0.1	50	0.5	FALSE	763369	0.230355004	0.475450491	0.897944732	2.531079593	0.035620864	7894	13572000	49
20221119 095806	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	127	1	1	1	0.1	50	0.5	FALSE	763369	0.137328915	0.408388787	0.646594605	9.002166592	0.014247039	7643	13514000	55
20221119 054053	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	463	1	1	1	0.1	50	0.5	FALSE	763369	0.046573715	0.778549764	0.121844809	6.780683768	0.029503949	9074	13452000	21
20221119 065536	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1153	1	1	1	0.1	50	0.5	FALSE	763369	0.010095469	0.799236256	0.872678083	6.599046994	0.026462807	9594	13452000	28
20221119 073539	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	479	1	1	1	0.1	50	0.5	FALSE	763369	0.053344237	0.798693437	0.603389276	6.545165189	0.025092921	9142	13396000	34
20221119 052018	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	231	1	1	1	0.1	50	0.5	FALSE	763369	0.199727078	0.731972143	0.991079264	7.728493397	0.005769518	7979	13322000	17
20221119 035845	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	0.1	50	0.5	FALSE	763369	0.134668666	0.440894767	0.470737998	8.250363278	0.028316281	8437	13286000	1
20221119 041754	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1707	1	1	1	0.1	50	0.5	FALSE	763369	0.105467975	0.690861607	0.857677772	2.671493043	0.036787433	7681	13278000	6
20221119 042533	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	484	1	1	1	0.1	50	0.5	FALSE	763369	0.16276187	0.331744932	0.058077949	6.281300072	0.031669435	8654	13012000	8
20221119 110211	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	160	1	1	1	0.1	50	0.5	FALSE	763369	0.03768337	0.201595951	0.976013673	11.55324203	0.012517627	9139	13002000	69
20221119 133948	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	74	1	1	1	0.1	50	0.5	FALSE	763369	0.068156962	0.231531565	0.776463166	10.91654939	0.020656564	9506	12908000	92
20221119 082708	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	615	1	1	1	0.1	50	0.5	FALSE	763369	0.228382312	0.619336532	0.472312023	2.98764468	0.030994391	8506	12508000	43
20221119 081140	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1870	1	1	1	0.1	50	0.5	FALSE	763369	0.105915957	0.487857087	0.139134091	3.594317346	0.033062508	8487	12386000	41
20221119 051619	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	111	1	1	1	0.1	50	0.5	FALSE	763369	0.199497461	0.618405346	0.551298964	11.25505532	5.79E-05	9290	12060000	16
20221119 051149	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	597	1	1	1	0.1	50	0.5	FALSE	763369	0.286274959	0.220273992	0.219387621	3.720883149	0.027066663	9287	11986000	15
