fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221119 035845	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	0.1	50	0.5	FALSE	763369	0.13466866620889	0.440894767304417	0.470737998238474	8.25036327805719	0.0283162809882595	8437	13286000	1
20221119 040159	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	84	1	1	1	0.1	50	0.5	FALSE	763369	0.185956835136312	0.405889751572977	0.753837186483725	8.76185895962408	0.0266630364543276	6633	15214000	2
20221119 040505	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	261	1	1	1	0.1	50	0.5	FALSE	763369	0.0554885612858925	0.772622749739094	0.626416689949838	7.38539452273108	0.0298723870904083	7850	15500000	3
20221119 040625	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	231	1	1	1	0.1	50	0.5	FALSE	763369	0.14611951234896	0.742209298690432	0.266932292017736	5.03102826196118	0.0337402682421955	8039	14562000	4
20221119 041112	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	269	1	1	1	0.1	50	0.5	FALSE	763369	0.226424685721286	0.286659199502901	0.691790417258017	10.0996510509722	5.53686184900431e-06	7131	13658000	5
20221119 041754	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1707	1	1	1	0.1	50	0.5	FALSE	763369	0.105467974610074	0.690861607145053	0.85767777241781	2.67149304294435	0.0367874332236859	7681	13278000	6
20221119 042027	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	190	1	1	1	0.1	50	0.5	FALSE	763369	0.257959801499528	0.54903785478673	0.90948492985699	5.75818776497908	0.0361813085527701	6583	14434000	7
20221119 042533	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	484	1	1	1	0.1	50	0.5	FALSE	763369	0.162761870383547	0.331744932042784	0.0580779487929249	6.28130007203436	0.0316694353006115	8654	13012000	8
20221119 042815	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	118	1	1	1	0.1	50	0.5	FALSE	763369	0.042123559845495	0.536958244795096	0.12471845059772	9.51622378223692	0.0309003436838485	8752	14176000	9
20221119 043038	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	781	1	1	1	0.1	50	0.5	FALSE	763369	0.277564623742073	0.656711994326906	0.34773212844666	2.29105770069873	0.0287590191982817	8719	11682000	10
20221119 043602	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	300	1	1	1	0.1	50	0.5	FALSE	763369	0.086286622297921	0.467635885134223	0.792259312777605	6.8086488514964	0.0317148229346122	7306	14748000	11
20221119 044757	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	734	1	1	1	0.1	50	0.5	FALSE	763369	0.0758610090892762	0.250242865239852	0.461829086965736	11.9728554952453	2.27855075667471e-06	6909	15302000	12
20221119 050401	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4933	1	1	1	0.1	50	0.5	FALSE	763369	0.0150265103948186	0.584783523133956	0.294426447872684	3.96995976650214	0.037810668123538	7342	14276000	13
20221119 050701	1529	608685	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	205	1	1	1	0.1	50	0.5	FALSE	763369	0.239482455243706	0.371102301409701	0.992296838406037	1.07670027138374	0.0386043793246041	9896	8368000	14
