fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia	iteracion
20220912 012412	-0.252036205217883	3678.81423060787	606.486843059552	9	5	20826666.6666667	1
20220912 012425	-0.618080864027434	1939.5288528089	700.152366559909	8	5	22066666.6666667	2
20220912 012443	-0.089249723762623	3097.77565550987	400.308638320799	17	5	21200000	3
20220912 012500	-0.688641783694038	1160.19007295386	197.45067207035	12	5	22440000	4
20220912 012512	-0.336706226697424	1512.22075062178	440.999791033537	7	5	22586666.6666667	5
20220912 012527	-0.921387245057849	2210.55366626523	165.573337295762	10	5	22186666.6666667	6
20220912 012542	-0.979617020455771	4185.90238878959	969.069351858649	11	5	20733333.3333333	7
20220912 012600	-0.486185358649527	845.032252622535	325.392702791316	14	5	23546666.6666667	8
20220912 012618	-0.761650413474126	3229.62776376627	515.222872251325	20	5	21346666.6666667	9
20220912 012633	-0.20564901465259	4760.76683063546	831.627918936007	19	5	20920000	10
20220912 012644	-0.169450298568699	3969.94173366668	279.964063415769	6	5	20546666.6666667	11
20220912 012653	-0.0318726736251846	2624.75605784118	790.825487940558	4	5	22306666.6666667	12
20220912 012712	-0.389222844333562	4419.60675626897	91.2635771655187	16	5	20960000	13
20220912 012720	-0.85106605374458	380.767506689328	62.6411727630912	3	5	20453333.3333333	14
20220912 012733	-0.383121679874603	3253.76963778853	286.595905402093	9	5	21533333.3333333	15
20220912 012744	-0.533301357459277	3822.48067151243	533.472771270899	5	5	20733333.3333333	16
20220912 012805	-0.694290443650771	904.770287978449	348.948815161114	20	5	22973333.3333333	17
20220912 012825	-0.259262123155844	810.904886595452	403.892356962191	14	5	22413333.3333333	18
20220912 012846	-0.499168985881338	1141.26411864461	343.402527494468	18	5	23146666.6666667	19
20220912 012905	-0.524572719847503	760.791675112599	379.702384099749	12	5	22506666.6666667	20
20220912 012926	-0.510198722182577	909.784327577871	267.698042444223	16	5	22546666.6666667	21
20220912 012946	-0.478365087910393	1270.03655708914	632.928770170852	18	5	22786666.6666667	22
20220912 013002	-0.490414922495206	273.841896182235	125.319253703837	9	5	21600000	23
20220912 013023	-0.576071011224651	946.110548329295	142.70797347006	14	5	21760000	24
20220912 013036	-0.688149780177785	1031.88677289387	320.464765667912	6	5	22893333.3333333	25
20220912 013057	-0.123553472876527	704.979084690149	324.92768480825	15	5	23413333.3333333	26
20220912 013118	-0.724267344519473	643.064996043209	321.028410514069	15	5	23293333.3333333	27
20220912 013138	-0.323536468096452	971.192126210007	323.427009045859	14	5	23266666.6666667	28
20220912 013149	0.0921008634690171	1353.59039879181	676.62387441116	20	5	-1340000	29
20220912 013200	-0.108561972801703	1926.08767483335	946.782337892602	3	5	22320000	30
20220912 013210	-0.0839819849503596	6.52787746616751	2.91703236160925	3	5	20573333.3333333	31
